,X,Title,Runtime,Action,Adventure,Comedy,Drama,War,Music,Animation,History,Horror,Mystery,Thriller,Fantasy,Biography,Crime,Sci.Fi,Family,Sport,Romance,Western,Musical,Rating,Director,Lead,Votes,Budget,Sequel,Avg_rating_director,Avg_rating_lead
576,576,Inside Man,129,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7.6,Spike Lee,Denzel Washington,"379,877",45000000,0,6.675,7.18
577,577,Hot Fuzz,121,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.8,Edgar Wright,Simon Pegg,"513,163",14000000,0,7.56,7.85
578,578,Fifty Shades Darker,118,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.6,James Foley,Dakota Johnson,"105,379",55000000,1,4.55,4.433333333
579,579,Venom: Let There Be Carnage,97,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.9,Andy Serkis,Tom Hardy,"232,586",110000000,1,5.9,7.14
580,580,We Can Be Heroes,100,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.7,Robert Rodriguez,YaYa Gosselin,"15,657",20000000,0,5.866666667,4.7
581,581,Fantastic Mr. Fox,87,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,Wes Anderson,George Clooney,"240,208",40000000,0,7.7,7.266666667
582,582,The Dictator,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4,Larry Charles,Sacha Baron Cohen,"315,460",65000000,0,6.4,6.4
583,583,Holes,117,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,Andrew Davis,Shia LaBeouf,"92,668",20000000,0,7,7
584,584,King Kong,187,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,Peter Jackson,Naomi Watts,"430,296",207000000,1,8.114285714,7.533333333
585,585,Those Who Wish Me Dead,100,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Taylor Sheridan,Angelina Jolie,"64,288",20000000,0,6.85,6
586,586,500 Days of Summer,95,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.7,Marc Webb,Zooey Deschanel,"525,801",7500000,0,7.4,7.7
587,587,Downfall,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.2,Oliver Hirschbiegel,Bruno Ganz,"359,999",14400000,0,8.2,8.2
588,588,The Meg,113,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.6,Jon Turteltaub,Jason Statham,"175,819",130000000,0,6.25,6.35
589,589,2 Guns,109,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.7,Baltasar Kormákur,Denzel Washington,"217,130",61000000,0,6.15,7.18
590,590,Broker,129,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7.2,Kore-eda Hirokazu,Song Kang-ho,"10,153",30000000,0,7.2,7.933333333
591,591,Sherlock Holmes,128,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6,Guy Ritchie,Robert Downey Jr.,"643,707",90000000,0,7.32,7.7
592,592,Hell or High Water,102,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.6,David Mackenzie,Chris Pine,"236,710",12000000,0,7.6,7.5
593,593,The Place Beyond the Pines,140,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.3,Derek Cianfrance,Ryan Gosling,"274,453",15000000,0,7.3,7.4
594,594,The Princess Diaries,115,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.4,Garry Marshall,Julie Andrews,"151,652",26000000,0,6.4,6.4
595,595,Downsizing,135,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,Alexander Payne,Matt Damon,"114,625",68000000,0,5.8,7.22
596,596,Rogue Agent,115,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4,Declan Lawn,James Norton,"8,209",10000000,0,6.4,6.4
597,597,Gravity,91,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.7,Alfonso Cuarón,Sandra Bullock,"836,122",100000000,0,7.8,6.68
598,598,The Post,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.2,Steven Spielberg,Meryl Streep,"154,957",50000000,0,7.222222222,6.85
599,599,Taken,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.8,Pierre Morel,Liam Neeson,"610,888",25000000,0,7.8,6.75
600,600,Birds of Prey,109,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,Cathy Yan,Margot Robbie,"245,761",84500000,0,6,6.9
601,601,Cloverfield,85,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Matt Reeves,Mike Vogel,"405,816",25000000,0,7.4,7
602,602,Pearl Harbor,183,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.2,Michael Bay,Ben Affleck,"338,421",140000000,0,6.316666667,6.725
603,603,13 Hours,144,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.3,Michael Bay,John Krasinski,"148,158",50000000,0,6.316666667,7.3
604,604,Sucker Punch,110,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Zack Snyder,Emily Browning,"245,678",82000000,0,6.866666667,6
605,605,American Sniper,133,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,Clint Eastwood,Bradley Cooper,"497,687",59000000,0,7.766666667,7.35
606,606,The Lego Movie,100,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.7,Phil Lord,Chris Pratt,"363,478",99000000,0,7.45,6.914285714
607,607,Charlie's Angels,118,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.9,Elizabeth Banks,Kristen Stewart,"75,674",48000000,0,4.6,5.233333333
608,608,Grown Ups 2,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3,Dennis Dugan,Adam Sandler,"158,812",80000000,1,5.866666667,6.444444444
609,609,The Village,108,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.6,M. Night Shyamalan,Sigourney Weaver,"266,902",60000000,0,6.55,6.6
610,610,Kong: Skull Island,118,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Jordan Vogt-Roberts,Tom Hiddleston,"326,368",185000000,1,6.6,6.6
611,611,Clerks III,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3,Kevin Smith,Brian O'Halloran,"13,244",7000000,1,5.8,6.3
612,612,The Dead Don't Die,104,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.4,Jim Jarmusch,Bill Murray,"81,085",2500000,0,5.4,6.55
613,613,The Descent,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2,Neil Marshall,Shauna Macdonald,"230,966",4000000,0,7.2,7.2
614,614,The Fate of the Furious,136,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.6,F. Gary Gray,Vin Diesel,"237,410",250000000,1,7,6.457142857
615,615,The King's Speech,118,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,Tom Hooper,Colin Firth,"688,207",15000000,0,7.75,7.433333333
616,616,Beautiful Boy,120,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,Felix van Groeningen,Steve Carell,"83,756",25000000,0,7.3,7.22
617,617,Jungle Cruise,127,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.6,Jaume Collet-Serra,Dwayne Johnson,"196,714",200000000,0,6.633333333,6.455555556
618,618,Redeeming Love,134,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,D.J. Caruso,Abigail Cowen,"8,772",30000000,0,6.7,6.7
619,619,Corsage,114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6,Marie Kreutzer,Vicky Krieps,"6,351",8000000,0,6.6,6.6
620,620,Emma.,124,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7,Autumn de Wilde,Anya Taylor-Joy,"57,051",10000000,0,6.7,6.8
621,621,Day Shift,113,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.1,J.J. Perry,Jamie Foxx,"80,816",100000000,0,6.1,7.5
622,622,Men in Black 3,106,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8,Barry Sonnenfeld,Will Smith,"369,918",90000000,1,6.8,6.816666667
623,623,The Family,111,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.3,Luc Besson,Robert De Niro,"118,823",30000000,0,6.425,7.05
624,624,Mission: Impossible - Rogue Nation,131,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,Christopher McQuarrie,Tom Cruise,"380,638",150000000,1,7.366666667,7.16875
625,625,The Impossible,114,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,J.A. Bayona,Naomi Watts,"228,889",45000000,0,6.8,7.533333333
626,626,13 Going on 30,98,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3,Gary Winick,Jennifer Garner,"198,872",37000000,0,6.3,6.3
627,627,Shame,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,Steve McQueen,Michael Fassbender,"199,344",6500000,0,7.65,6.8
628,628,Venom,112,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.6,Ruben Fleischer,Tom Hardy,"497,476",110000000,0,6.833333333,7.14
629,629,Zero Dark Thirty,157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4,Kathryn Bigelow,Jessica Chastain,"306,915",40000000,0,7.45,6.7
630,630,10 Cloverfield Lane,103,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.2,Dan Trachtenberg,John Goodman,"336,299",15000000,1,7.15,7.2
631,631,Scary Movie 2,83,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.3,Keenen Ivory Wayans,Anna Faris,"165,944",45000000,1,5.5,5.3
632,632,Incendies,131,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.3,Denis Villeneuve,Lubna Azabal,"181,628",6800000,0,7.983333333,8.3
633,633,Madagascar,86,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.9,Eric Darnell,Chris Rock,"413,217",75000000,0,6.9,6.9
634,634,Bad Times at the El Royale,141,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.1,Drew Goddard,Jeff Bridges,"154,574",32000000,0,7.05,7.35
635,635,The Hobbit: The Desolation of Smaug,161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,Peter Jackson,Ian McKellen,"673,989",225000000,1,8.114285714,7.6
636,636,Leap Year,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4,Anand Tucker,Amy Adams,"106,977",19000000,0,6.4,6.9
637,637,8 Mile,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2,Curtis Hanson,Eminem,"298,441",41000000,0,7.2,7.2
638,638,The Road,111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,John Hillcoat,Viggo Mortensen,"243,884",25000000,0,7.2,7.275
639,639,Operation Mincemeat,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6,John Madden,Colin Firth,"29,192",6300000,0,6.6,7.433333333
640,640,Vesper,114,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.9,Kristina Buozyte,Raffiella Chapman,"16,511",5300000,0,5.9,5.9
641,641,Wonder,113,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.9,Stephen Chbosky,Jacob Tremblay,"168,532",20000000,0,7.9,7.9
642,642,Greyhound,91,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,Aaron Schneider,Tom Hanks,"101,320",50300000,0,7,7.542857143
643,643,The Peanut Butter Falcon,97,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6,Tyler Nilson,Zack Gottsagen,"93,027",6200000,0,7.6,7.6
644,644,District 9,112,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.9,Neill Blomkamp,Sharlto Copley,"690,452",30000000,0,7.9,7.9
645,645,Spiderhead,106,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4,Joseph Kosinski,Chris Hemsworth,"60,170",100000000,0,6.9,6.683333333
646,646,Transformers: The Last Knight,154,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.2,Michael Bay,Mark Wahlberg,"156,135",217000000,1,6.316666667,6.64
647,647,The Proposal,108,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7,Anne Fletcher,Sandra Bullock,"336,025",40000000,0,6.7,6.68
648,648,Fantastic Beasts: The Crimes of Grindelwald,134,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.5,David Yates,Eddie Redmayne,"290,648",200000000,1,7.257142857,6.633333333
649,649,The Machinist,101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,Brad Anderson,Christian Bale,"397,681",5000000,0,7.7,7.5625
650,650,Spider-Man 3,139,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3,Sam Raimi,Tobey Maguire,"601,646",250000000,1,6.866666667,6.85
651,651,Godzilla,123,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4,Gareth Edwards,Aaron Taylor-Johnson,"419,970",160000000,1,7.1,7
652,652,The Secret Life of Walter Mitty,114,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3,Ben Stiller,Ben Stiller,"324,000",90000000,0,6.966666667,6.8
653,653,Brothers,105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.1,Jim Sheridan,Jake Gyllenhaal,"133,600",26000000,0,7.1,7.033333333
654,654,Malignant,111,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6.2,James Wan,Annabelle Wallis,"95,538",40000000,0,7.04,6.2
655,655,Samaritan,102,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,Julius Avery,Sylvester Stallone,"48,728",100000000,0,5.7,6.4
656,656,Dog,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5,Reid Carolin,Channing Tatum,"39,001",15000000,0,6.5,6.3
657,657,Force Majeure,120,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2,Ruben Östlund,Johannes Kuhnke,"60,778",5000000,0,7.233333333,7.2
658,658,Ice Age,81,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.5,Chris Wedge,Denis Leary,"492,136",59000000,0,7.5,7.5
659,659,The Hunt,90,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,Craig Zobel,Betty Gilpin,"117,973",14000000,0,6.5,6.5
660,660,The Gift,108,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,Joel Edgerton,Jason Bateman,"162,557",5000000,0,7,7
661,661,Signs,106,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6.8,M. Night Shyamalan,Mel Gibson,"370,188",72000000,0,6.55,6.8
662,662,Spider-Man: Far from Home,129,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.4,Jon Watts,Tom Holland,"507,110",160000000,1,7.666666667,7.325
663,663,The Butterfly Effect,113,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.6,Eric Bress,Ashton Kutcher,"497,843",13000000,0,7.6,7.6
664,664,True Grit,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.6,Ethan Coen,Jeff Bridges,"344,706",38000000,1,7.9,7.35
665,665,The Old Guard,125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Gina Prince-Bythewood,Charlize Theron,"170,476",70000000,0,6.7,6.7
666,666,Coach Carter,136,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.3,Thomas Carter,Samuel L. Jackson,"156,778",30000000,0,7.3,7.55
667,667,Captain America: The Winter Soldier,136,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.8,Anthony Russo,Chris Evans,"858,607",170000000,1,7.78,7.216666667
668,668,Dark Waters,126,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,Todd Haynes,Mark Ruffalo,"92,188",11100000,0,7.6,7.85
669,669,Portrait of a Lady on Fire,122,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,Céline Sciamma,Noémie Merlant,"96,741",5100000,0,8.1,8.1
670,670,The Amazing Spider-Man,136,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.9,Marc Webb,Andrew Garfield,"666,451",230000000,1,7.4,7.5
671,671,Shaun of the Dead,99,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.9,Edgar Wright,Simon Pegg,"566,697",6100000,0,7.56,7.85
672,672,National Treasure,131,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.9,Jon Turteltaub,Nicolas Cage,"340,265",100000000,0,6.25,6.95
673,673,The House That Jack Built,152,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6.8,Lars von Trier,Matt Dillon,"80,891",9900000,0,6.7,6.8
674,674,The Phantom of the Opera,143,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.2,Joel Schumacher,Gerard Butler,"125,589",70000000,0,7.2,7.12
675,675,Mission: Impossible - Ghost Protocol,132,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,Brad Bird,Tom Cruise,"497,968",145000000,1,7.833333333,7.16875
676,676,Blended,117,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5,Frank Coraci,Adam Sandler,"136,311",40000000,0,6.5,6.444444444
677,677,Jurassic World: Fallen Kingdom,128,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.1,J.A. Bayona,Chris Pratt,"323,865",140000000,1,6.8,6.914285714
678,678,Zoolander,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5,Ben Stiller,Ben Stiller,"278,916",28000000,0,6.966666667,6.8
679,679,Downton Abbey: A New Era,124,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,Simon Curtis,Hugh Bonneville,"25,246",40000000,1,7.4,7.4
680,680,Life,104,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.6,Daniel Espinosa,Jake Gyllenhaal,"237,079",58000000,0,5.9,7.033333333
681,681,Kantara,148,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,Rishab Shetty,Rishab Shetty,"92,740",1940000,0,8.3,8.3
682,682,Limitless,105,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.4,Neil Burger,Bradley Cooper,"584,170",27000000,0,7,7.35
683,683,Cloud Atlas,172,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.4,Tom Tykwer,Tom Hanks,"365,986",128000000,0,7.4,7.542857143
684,684,Hannibal,131,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.8,Ridley Scott,Anthony Hopkins,"280,632",87000000,1,7.211111111,7.5
685,685,Vacation,99,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.1,John Francis Daley,Ed Helms,"115,543",31000000,1,6.1,6.1
686,686,I Saw the Devil,144,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8,Jee-woon Kim,Lee Byung-hun,"135,097",6000000,0,7.8,7.8
687,687,Collateral,120,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.5,Michael Mann,Tom Cruise,"412,647",65000000,0,7.5,7.16875
688,688,Project X,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.6,Nima Nourizadeh,Thomas Mann,"216,833",12000000,0,6.6,6.6
689,689,Hustlers,110,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.3,Lorene Scafaria,Constance Wu,"102,922",20700000,0,6.3,6.6
690,690,BlacKkKlansman,135,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.5,Spike Lee,John David Washington,"271,049",15000000,0,6.675,7.4
691,691,Queen of Hearts,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,May el-Toukhy,Trine Dyrholm,"12,380",19000000,0,7.1,7.1
692,692,Wet Hot American Summer,97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5,David Wain,Janeane Garofalo,"58,826",1800000,0,6.5,6.5
693,693,Lucy,89,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4,Luc Besson,Scarlett Johansson,"506,357",40000000,0,6.425,6.466666667
694,694,Extraction,116,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Sam Hargrave,Chris Hemsworth,"209,594",69000000,0,6.7,6.683333333
695,695,Furious 7,137,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.1,James Wan,Vin Diesel,"396,023",190000000,1,7.04,6.457142857
696,696,Toy Story 4,100,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.7,Josh Cooley,Tom Hanks,"258,032",200000000,1,7.7,7.542857143
697,697,50 First Dates,99,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8,Peter Segal,Adam Sandler,"362,999",75000000,0,6.6,6.444444444
698,698,The Bourne Identity,119,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.9,Doug Liman,Franka Potente,"554,324",60000000,0,7.35,7.9
699,699,Raya and the Last Dragon,107,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3,Don Hall,Kelly Marie Tran,"157,008",150000000,1,6.45,7.3
700,700,Trolls,92,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.4,Mike Mitchell,Anna Kendrick,"84,852",125000000,0,6.4,6.766666667
701,701,Law Abiding Citizen,109,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.4,F. Gary Gray,Gerard Butler,"304,000",50000000,0,7,7.12
702,702,Medieval,125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.9,Petr Jákl,Ben Foster,"9,373",20300000,0,5.9,5.9
703,703,The Last Samurai,154,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,Edward Zwick,Tom Cruise,"448,657",140000000,0,7.25,7.16875
704,704,The Princess and the Frog,97,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.1,Ron Clements,Anika Noni Rose,"151,341",105000000,0,7.35,7.1
705,705,Lilo & Stitch,85,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.3,Dean DeBlois,Daveigh Chase,"196,655",80000000,0,7.7,7.95
706,706,Lightyear,105,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,Angus MacLane,Chris Evans,"110,749",200000000,0,6.1,7.216666667
707,707,The Greatest Beer Run Ever,126,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8,Peter Farrelly,Zac Efron,"20,457",40000000,0,7.5,6.8
708,708,Capernaum,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,Nadine Labaki,Zain Al Rafeea,"93,236",4000000,0,8.4,8.4
709,709,The Assassination of Jesse James by the Coward Robert Ford,160,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.5,Andrew Dominik,Brad Pitt,"185,753",30000000,0,6.5,7.318181818
710,710,I Am Legend,101,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2,Francis Lawrence,Will Smith,"772,805",150000000,0,6.871428571,6.816666667
711,711,Toy Story 3,103,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.3,Lee Unkrich,Tom Hanks,"847,323",200000000,1,8.35,7.542857143
712,712,Thor: The Dark World,112,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,Alan Taylor,Chris Hemsworth,"693,637",150000000,1,6.55,6.683333333
713,713,Raw,99,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,Julia Ducournau,Garance Marillier,"81,637",3800000,0,7,7
714,714,"I, Tonya",119,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,Craig Gillespie,Margot Robbie,"224,294",11000000,0,7.4,6.9
715,715,Mid90s,85,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3,Jonah Hill,Sunny Suljic,"69,358",1700000,0,7.3,7.3
716,716,The Green Knight,130,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,David Lowery,Dev Patel,"104,748",15000000,0,6.6,7.3
717,717,Iron Man 2,124,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.9,Jon Favreau,Robert Downey Jr.,"829,604",200000000,1,7.2,7.7
718,718,Midnight in Paris,94,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7,Woody Allen,Owen Wilson,"431,526",17000000,0,7.4,7.3
719,719,Bros,115,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4,Nicholas Stoller,Billy Eichner,"27,485",22000000,0,6.75,6.4
720,720,Glass,129,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.6,M. Night Shyamalan,James McAvoy,"250,470",20000000,1,6.55,6.933333333
721,721,Mr. & Mrs. Smith,120,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.5,Doug Liman,Brad Pitt,"506,766",110000000,0,7.35,7.318181818
